,BLUEBOOK,TRAVTIME,INCOME,MVR_PTS,AGE,CLM_AMT
3973,16970.0,29.0,106668.0,0.0,48.0,3127.0
3982,6570.0,75.0,0.0,0.0,38.0,868.0
3987,4960.0,26.0,3594.0,0.0,31.0,2136.0
3990,15150.0,31.0,58000.0,0.0,40.0,663.0
3993,20110.0,5.0,52412.0,0.0,47.0,3361.0
3995,12790.0,49.0,0.0,9.0,32.0,2885.0
3998,4210.0,10.0,27053.0,5.0,32.0,1026.0
4003,11810.0,38.0,103134.0,1.0,45.0,3427.0
4015,15110.0,34.0,21891.0,0.0,39.0,5206.0
4026,5800.0,24.0,0.0,6.0,43.0,1452.0
4028,5340.0,47.0,38391.0,3.0,60.0,3318.0
4043,14360.0,10.0,22021.0,1.0,35.0,8748.0
4050,9080.0,68.0,18775.0,4.0,57.0,3965.0
4054,10510.0,33.0,158.0,7.0,36.0,3535.0
4061,5220.0,40.0,26088.0,2.0,55.0,1646.0
4073,9550.0,37.0,13023.0,1.0,48.0,5261.0
4076,18550.0,24.0,72167.0,4.0,36.0,2265.0
4080,24360.0,27.0,21534.0,3.0,46.0,3265.0
4081,20280.0,42.0,40248.0,7.0,38.0,5457.0
4085,15690.0,21.0,35097.0,0.0,50.0,6228.0
4097,28000.0,26.0,28924.0,1.0,39.0,4685.0
4098,9290.0,12.0,40924.0,0.0,37.0,539.0
4109,11300.0,53.0,47991.0,0.0,50.0,4696.0
4110,5700.0,48.0,41293.0,0.0,42.0,2355.0
4112,6550.0,30.0,9536.0,0.0,41.0,3065.0
4118,11020.0,45.0,14705.0,0.0,42.0,1280.0
4119,15570.0,30.0,81767.0,7.0,57.0,3007.0
4121,23910.0,19.0,71207.0,7.0,25.0,4539.0
4128,3950.0,49.0,27823.0,0.0,59.0,2727.0
4129,6710.0,27.0,14098.0,0.0,38.0,7893.0
4141,25850.0,36.0,60551.0,0.0,46.0,2078.0
4143,17980.0,43.0,45038.0,1.0,60.0,6004.0
4147,23350.0,51.0,38128.0,0.0,37.0,1901.0
4150,14070.0,40.0,93741.0,3.0,32.0,4324.0
4156,17560.0,11.0,78271.0,0.0,59.0,2463.0
4158,14650.0,28.0,73326.0,7.0,45.0,5095.0
4160,18330.0,30.0,87416.0,0.0,39.0,843.0
4162,15860.0,42.0,15796.0,2.0,45.0,1294.0
4178,14170.0,30.0,63695.0,0.0,63.0,2895.0
4183,16320.0,66.0,12236.0,1.0,39.0,6889.0
4185,20360.0,45.0,59146.0,0.0,48.0,4193.0
4186,20690.0,57.0,62486.0,0.0,47.0,1009.0
4192,16420.0,20.0,45828.0,0.0,29.0,6409.0
4218,7200.0,39.0,23953.0,7.0,33.0,3770.0
4223,21480.0,31.0,81024.0,0.0,38.0,2986.0
4225,4390.0,19.0,28853.0,0.0,33.0,3357.0
4236,14080.0,62.0,76778.0,1.0,49.0,6006.0
4243,34310.0,48.0,86268.0,0.0,55.0,1698.0
4250,16480.0,21.0,58530.0,7.0,38.0,6393.0
4260,18500.0,40.0,148443.0,4.0,57.0,3159.0
4268,8090.0,46.0,61220.0,7.0,34.0,5236.0
4269,16010.0,12.0,0.0,7.0,35.0,4410.0
4270,13540.0,9.0,44492.0,4.0,45.0,5686.0
4272,12880.0,35.0,82762.0,0.0,31.0,3674.0
4274,21970.0,32.0,204668.0,0.0,44.0,5692.0
4282,12280.0,22.0,0.0,0.0,52.0,4045.0
4284,34450.0,43.0,44438.0,0.0,53.0,2944.0
4287,16150.0,5.0,10730.0,7.0,26.0,1022.0
4299,9050.0,55.0,40457.0,7.0,35.0,6074.0
4300,17700.0,29.0,0.0,0.0,54.0,2421.0
4301,10850.0,53.0,3604.0,0.0,41.0,2890.0
4305,16980.0,25.0,32381.0,1.0,31.0,1941.0
4310,14300.0,37.0,7505.0,8.0,48.0,5542.0
4311,6400.0,41.0,75772.0,0.0,49.0,4049.0
4313,23810.0,33.0,53210.0,10.0,50.0,4767.0
4322,6600.0,23.0,0.0,1.0,51.0,6836.0
4327,17470.0,32.0,2214.0,6.0,22.0,4212.0
4328,1500.0,35.0,189555.0,0.0,40.0,3762.0
4329,9960.0,55.0,14055.0,0.0,37.0,7783.0
4333,10190.0,16.0,11954.0,1.0,29.0,3090.0
4341,7250.0,55.0,55727.0,1.0,51.0,2585.0
4344,24020.0,33.0,0.0,0.0,63.0,5063.0
4347,16500.0,53.0,12871.0,0.0,24.0,5865.0
4352,6000.0,34.0,0.0,8.0,45.0,7746.0
4354,14090.0,41.0,55353.0,6.0,34.0,1559.0
4359,14520.0,37.0,71197.0,0.0,59.0,3794.0
4362,21020.0,41.0,33644.0,0.0,66.0,5074.0
4363,11960.0,32.0,69592.0,1.0,35.0,4019.0
4368,19960.0,73.0,79380.0,8.0,59.0,571.0
4370,4700.0,12.0,66841.0,0.0,32.0,5732.0
4372,4120.0,27.0,0.0,1.0,26.0,2370.0
4377,6190.0,53.0,46928.0,0.0,38.0,5900.0
4379,6360.0,14.0,17567.0,0.0,31.0,2979.0
4396,6970.0,58.0,56095.0,0.0,34.0,599.0
4402,14880.0,25.0,38442.0,0.0,52.0,4582.0
4410,9330.0,23.0,6018.0,1.0,57.0,4790.0
4411,31040.0,56.0,32708.0,4.0,33.0,2375.0
4415,9270.0,50.0,0.0,0.0,37.0,4580.0
4420,12510.0,19.0,20765.0,6.0,36.0,3887.0
4426,18150.0,57.0,32956.0,5.0,53.0,6603.0
4427,5600.0,43.0,0.0,0.0,41.0,3018.0
4432,25170.0,41.0,6947.0,8.0,40.0,2033.0
4435,8140.0,57.0,33392.0,5.0,33.0,4057.0
4452,14330.0,33.0,128275.0,4.0,60.0,3918.0
4460,12750.0,44.0,69476.0,0.0,43.0,1212.0
4462,12180.0,42.0,96599.0,1.0,45.0,1479.0
4463,10930.0,55.0,56814.0,0.0,48.0,5184.0
4471,23760.0,29.0,114547.0,4.0,53.0,1877.0
4476,10300.0,36.0,52626.0,6.0,52.0,3587.0
4477,11940.0,38.0,116870.0,3.0,35.0,6651.0
4484,11760.0,37.0,106465.0,7.0,57.0,3968.0
4488,5800.0,15.0,0.0,9.0,43.0,8927.0
4496,6420.0,77.0,18154.0,1.0,44.0,4579.0
4500,3030.0,31.0,15252.0,0.0,38.0,2091.0
4504,11210.0,20.0,49035.0,1.0,48.0,5613.0
4506,14990.0,39.0,3151.0,3.0,38.0,196.0
4512,7440.0,43.0,18408.0,8.0,41.0,2460.0
4514,7660.0,37.0,34675.0,0.0,45.0,6357.0
4524,57970.0,19.0,320127.0,5.0,59.0,3231.0
4525,2440.0,38.0,9361.0,0.0,30.0,3428.0
4526,19940.0,12.0,0.0,8.0,53.0,4073.0
4528,6200.0,59.0,0.0,8.0,47.0,109.0
4531,25580.0,42.0,36614.0,0.0,43.0,680.0
4533,10440.0,34.0,58391.0,0.0,31.0,4078.0
4536,8260.0,24.0,32809.0,2.0,30.0,4308.0
4541,11690.0,21.0,22960.0,1.0,44.0,1556.0
4544,8450.0,34.0,636.0,0.0,43.0,1222.0
4545,11060.0,39.0,0.0,1.0,62.0,6767.0
4547,12000.0,38.0,0.0,3.0,45.0,2467.0
4550,8670.0,32.0,5013.0,8.0,65.0,2415.0
4552,4300.0,30.0,0.0,0.0,28.0,2493.0
4559,7350.0,57.0,0.0,4.0,50.0,698.0
4562,25660.0,42.0,104575.0,2.0,27.0,4487.0
4568,17290.0,12.0,112450.0,3.0,43.0,3674.0
4577,19990.0,36.0,149937.0,0.0,35.0,1325.0
4583,12690.0,27.0,1886.0,0.0,35.0,3692.0
4589,17740.0,24.0,55274.0,8.0,43.0,8609.0
4591,11990.0,29.0,0.0,3.0,32.0,5200.0
4596,21180.0,23.0,28350.0,2.0,61.0,2118.0
4597,2670.0,30.0,5292.0,0.0,29.0,5722.0
4599,21300.0,18.0,61415.0,0.0,42.0,2419.0
4605,12760.0,22.0,72551.0,2.0,40.0,2703.0
4608,9230.0,23.0,15739.0,3.0,37.0,4772.0
4621,7000.0,29.0,51811.0,0.0,55.0,3842.0
4630,9540.0,32.0,31860.0,3.0,51.0,4452.0
4632,19460.0,35.0,75210.0,0.0,47.0,3960.0
4641,12070.0,36.0,69714.0,9.0,36.0,4171.0
4643,25530.0,59.0,97114.0,1.0,38.0,1204.0
4648,17960.0,55.0,4216.0,1.0,49.0,7324.0
4650,20100.0,57.0,186027.0,2.0,45.0,3278.0
4652,13820.0,58.0,0.0,1.0,35.0,1399.0
4653,23140.0,34.0,85504.0,7.0,37.0,2424.0
4654,32370.0,28.0,5063.0,0.0,33.0,4920.0
4664,30390.0,35.0,68526.0,2.0,59.0,4995.0
4666,11840.0,43.0,48484.0,7.0,38.0,6435.0
4673,32040.0,27.0,126381.0,2.0,42.0,3279.0
4687,15360.0,21.0,45909.0,0.0,43.0,2401.0
4688,1500.0,33.0,210660.0,3.0,56.0,7803.0
4691,10090.0,48.0,0.0,6.0,38.0,5336.0
4692,9390.0,62.0,13880.0,1.0,65.0,2251.0
4695,10930.0,29.0,0.0,3.0,42.0,3819.0
4699,16890.0,18.0,17619.0,5.0,30.0,984.0
4705,20260.0,18.0,58945.0,0.0,50.0,3705.0
4713,12200.0,24.0,54983.0,7.0,52.0,4408.0
4719,27120.0,56.0,61958.0,0.0,44.0,3334.0
4725,5200.0,46.0,8247.0,5.0,31.0,3886.0
4730,18080.0,5.0,111708.0,0.0,55.0,2936.0
4734,14770.0,30.0,312.0,0.0,48.0,5544.0
4737,14730.0,37.0,109533.0,3.0,47.0,2842.0
4738,15190.0,44.0,75741.0,3.0,48.0,5704.0
4742,20710.0,48.0,0.0,0.0,58.0,5760.0
4744,17940.0,34.0,22741.0,0.0,45.0,2096.0
4751,6410.0,31.0,67876.0,3.0,48.0,2550.0
4752,17450.0,12.0,4910.0,0.0,45.0,5470.0
4762,17230.0,57.0,53099.0,0.0,54.0,1690.0
4766,9980.0,19.0,27964.0,2.0,37.0,6932.0
4768,19300.0,46.0,66119.0,0.0,41.0,2910.0
4775,5200.0,19.0,51551.0,0.0,38.0,3379.0
4779,5200.0,26.0,0.0,0.0,37.0,2292.0
4781,12780.0,27.0,54009.0,3.0,31.0,1288.0
4783,18010.0,50.0,0.0,1.0,40.0,503.0
4784,15110.0,25.0,75013.0,0.0,42.0,3640.0
4789,17590.0,18.0,34660.0,4.0,32.0,3801.0
4804,1910.0,37.0,117329.0,8.0,39.0,4771.0
4805,15330.0,40.0,83304.0,3.0,55.0,4037.0
4806,13120.0,53.0,21313.0,1.0,30.0,3236.0
4810,8270.0,39.0,0.0,6.0,36.0,2998.0
4811,5700.0,28.0,0.0,3.0,43.0,5126.0
4813,6600.0,60.0,69551.0,1.0,51.0,5389.0
4818,9630.0,41.0,13996.0,0.0,45.0,1902.0
4823,14080.0,21.0,61068.0,0.0,49.0,6031.0
4825,24120.0,29.0,47793.0,0.0,53.0,1704.0
4826,17590.0,70.0,56210.0,3.0,61.0,1340.0
4829,7200.0,55.0,53329.0,1.0,57.0,1798.0
4837,13490.0,17.0,0.0,1.0,38.0,2829.0
4838,3790.0,5.0,14096.0,0.0,47.0,3121.0
4846,28740.0,22.0,57517.0,4.0,58.0,7045.0
4847,7300.0,27.0,57454.0,0.0,58.0,8116.0
4850,1500.0,59.0,0.0,0.0,51.0,5075.0
4853,5930.0,18.0,44308.0,2.0,56.0,4822.0
4855,18540.0,7.0,55771.0,2.0,39.0,4855.0
4856,1500.0,31.0,0.0,2.0,43.0,3011.0
4873,23370.0,29.0,120401.0,2.0,46.0,3118.0
4875,11060.0,16.0,25525.0,5.0,61.0,1299.0
4878,25280.0,49.0,0.0,0.0,33.0,6409.0
4880,26420.0,19.0,85081.0,7.0,62.0,6783.0
4883,12240.0,42.0,0.0,6.0,39.0,2750.0
4884,6500.0,14.0,31291.0,3.0,50.0,5295.0
4888,25760.0,45.0,74719.0,2.0,39.0,4704.0
4889,5400.0,31.0,0.0,1.0,39.0,5190.0
4895,26810.0,18.0,77556.0,0.0,35.0,1530.0
4896,9510.0,34.0,77950.0,0.0,36.0,2987.0
4898,12580.0,51.0,61790.0,0.0,49.0,943.0
4899,33050.0,24.0,76791.0,2.0,39.0,6993.0
4901,10780.0,26.0,35778.0,5.0,57.0,2575.0
4904,21430.0,39.0,81042.0,4.0,39.0,2646.0
4910,7720.0,5.0,62203.0,4.0,57.0,2194.0
4911,8270.0,47.0,26652.0,6.0,41.0,3892.0
4913,6720.0,45.0,33648.0,2.0,45.0,6005.0
4923,6000.0,46.0,32279.0,0.0,45.0,5108.0
4925,13110.0,51.0,44452.0,0.0,47.0,2896.0
4929,9930.0,38.0,41274.0,0.0,43.0,430.0
4932,19090.0,60.0,683.0,0.0,45.0,1326.0
4935,4300.0,14.0,22718.0,9.0,30.0,5076.0
4944,4600.0,25.0,0.0,5.0,31.0,6804.0
4949,11560.0,55.0,42607.0,1.0,58.0,4984.0
4952,4010.0,24.0,35453.0,2.0,40.0,956.0
4953,5740.0,45.0,42371.0,4.0,42.0,6280.0
4957,11760.0,27.0,50584.0,6.0,52.0,4978.0
4961,9290.0,24.0,32867.0,4.0,45.0,2711.0
4963,7940.0,53.0,284071.0,4.0,49.0,2410.0
4967,10460.0,86.0,0.0,3.0,44.0,2356.0
4968,7240.0,26.0,11363.0,2.0,46.0,6719.0
4979,6200.0,27.0,44812.0,0.0,47.0,7204.0
4985,9260.0,57.0,228376.0,8.0,48.0,5728.0
4987,2670.0,19.0,66335.0,0.0,36.0,2199.0
4994,38240.0,13.0,157619.0,0.0,58.0,3452.0
4999,25320.0,37.0,53924.0,6.0,50.0,747.0
5004,22740.0,41.0,66390.0,1.0,25.0,5207.0
5010,4200.0,47.0,35851.0,4.0,27.0,4102.0
5011,21010.0,34.0,100790.0,0.0,46.0,4256.0
5015,5000.0,50.0,64530.0,0.0,35.0,6087.0
5017,30270.0,26.0,71512.0,0.0,45.0,3868.0
5021,11550.0,25.0,3113.0,4.0,55.0,8767.0
5024,29540.0,12.0,111405.0,9.0,48.0,966.0
5025,5680.0,49.0,38819.0,7.0,38.0,4666.0
5029,8200.0,33.0,0.0,0.0,67.0,1402.0
5034,14660.0,34.0,56819.0,1.0,39.0,926.0
5035,18130.0,35.0,40612.0,3.0,43.0,4070.0
5038,26860.0,19.0,84794.0,7.0,35.0,3590.0
5067,6700.0,65.0,3044.0,4.0,49.0,3166.0
5070,28840.0,10.0,26681.0,0.0,45.0,5377.0
5074,21740.0,41.0,53739.0,5.0,57.0,3226.0
5075,22750.0,48.0,118527.0,0.0,40.0,1277.0
5078,31380.0,42.0,152292.0,1.0,44.0,6281.0
5086,10350.0,52.0,88490.0,0.0,58.0,1036.0
5091,5700.0,31.0,251883.0,4.0,42.0,5591.0
5092,5430.0,21.0,0.0,0.0,30.0,6516.0
5097,4500.0,35.0,0.0,1.0,30.0,3706.0
5100,8450.0,20.0,12332.0,0.0,39.0,1833.0
5102,23360.0,30.0,54729.0,0.0,42.0,2641.0
5103,7860.0,68.0,24609.0,4.0,39.0,7800.0
5106,14260.0,62.0,0.0,0.0,42.0,4388.0
5107,14650.0,31.0,80479.0,4.0,51.0,7961.0
5111,33610.0,5.0,112213.0,4.0,46.0,8755.0
5116,24480.0,42.0,62216.0,3.0,47.0,9105.0
5125,27770.0,48.0,112205.0,5.0,42.0,4298.0
5126,5000.0,30.0,0.0,3.0,35.0,6208.0
5134,5800.0,61.0,0.0,5.0,43.0,6690.0
5142,10680.0,28.0,61790.0,0.0,30.0,6296.0
5145,5590.0,44.0,58049.0,0.0,53.0,4898.0
5146,17750.0,19.0,75385.0,4.0,25.0,4577.0
5150,6400.0,36.0,73241.0,0.0,49.0,5454.0
5151,13190.0,46.0,48215.0,2.0,49.0,2649.0
5153,4600.0,14.0,0.0,6.0,31.0,1668.0
5157,17310.0,79.0,90044.0,0.0,48.0,6595.0
5167,9500.0,61.0,23588.0,3.0,48.0,5685.0
5169,5100.0,50.0,45282.0,4.0,37.0,2546.0
5171,8250.0,29.0,33538.0,2.0,34.0,5810.0
5178,1500.0,24.0,82780.0,6.0,36.0,5943.0
5185,23170.0,36.0,65234.0,0.0,54.0,1148.0
5188,25590.0,39.0,73376.0,5.0,42.0,1947.0
5197,17190.0,24.0,0.0,1.0,53.0,2490.0
5199,4800.0,17.0,82407.0,1.0,33.0,4181.0
5201,16920.0,15.0,28538.0,7.0,45.0,1444.0
5204,25310.0,35.0,62133.0,2.0,47.0,5453.0
5207,10180.0,44.0,14677.0,0.0,39.0,3270.0
5208,14550.0,30.0,45626.0,0.0,46.0,3613.0
5212,4870.0,45.0,33717.0,0.0,47.0,2129.0
5214,12760.0,37.0,0.0,2.0,62.0,1414.0
5224,10570.0,23.0,4209.0,4.0,20.0,4400.0
5226,15480.0,5.0,71779.0,0.0,42.0,5782.0
5234,19540.0,46.0,106752.0,2.0,48.0,3989.0
5237,13760.0,49.0,49729.0,0.0,43.0,1428.0
5240,8370.0,35.0,52956.0,5.0,50.0,4890.0
5246,45360.0,25.0,27253.0,0.0,42.0,1401.0
5250,27570.0,35.0,141953.0,0.0,63.0,4291.0
5251,23140.0,36.0,62638.0,4.0,43.0,4665.0
5264,2450.0,38.0,9494.0,0.0,46.0,2572.0
5267,24670.0,5.0,20277.0,2.0,31.0,1746.0
5275,11310.0,52.0,46915.0,1.0,43.0,535.0
5280,19520.0,60.0,11069.0,5.0,49.0,4351.0
5292,17020.0,47.0,86574.0,0.0,55.0,3367.0
5296,23410.0,48.0,119869.0,5.0,33.0,8535.0
5300,18740.0,29.0,100886.0,9.0,58.0,1020.0
5302,10680.0,22.0,25709.0,1.0,52.0,6835.0
5303,17270.0,24.0,24202.0,4.0,46.0,3776.0
5304,16360.0,32.0,64548.0,3.0,54.0,3763.0
5305,11450.0,47.0,36351.0,3.0,33.0,5413.0
5309,9200.0,20.0,40012.0,2.0,37.0,3246.0
5317,8420.0,52.0,34235.0,2.0,35.0,4618.0
5318,23570.0,39.0,0.0,3.0,44.0,3666.0
5321,25240.0,54.0,177832.0,2.0,46.0,3845.0
5333,15380.0,31.0,78288.0,1.0,43.0,4475.0
5334,8460.0,40.0,82795.0,7.0,43.0,2707.0
5336,6500.0,6.0,216924.0,5.0,50.0,7981.0
5339,8830.0,28.0,28600.0,3.0,47.0,2190.0
5345,1500.0,5.0,0.0,0.0,47.0,2222.0
5349,14200.0,38.0,20188.0,7.0,45.0,4286.0
5350,8770.0,6.0,28808.0,4.0,47.0,5499.0
5358,8630.0,42.0,34669.0,1.0,48.0,4433.0
5360,1500.0,48.0,0.0,6.0,48.0,2316.0
5367,35520.0,59.0,180074.0,6.0,50.0,5160.0
5371,1500.0,34.0,68524.0,11.0,26.0,2651.0
5373,18510.0,33.0,125058.0,0.0,45.0,2418.0
5379,5560.0,39.0,12216.0,0.0,38.0,2080.0
5389,11100.0,43.0,28084.0,3.0,33.0,4618.0
5390,12720.0,34.0,77179.0,0.0,35.0,4966.0
5397,5510.0,26.0,12117.0,3.0,28.0,4120.0
5403,36330.0,30.0,90479.0,0.0,45.0,3213.0
5406,5600.0,50.0,18939.0,4.0,41.0,3896.0
5408,10900.0,27.0,50952.0,0.0,43.0,1834.0
5411,12220.0,40.0,54945.0,0.0,46.0,4915.0
5423,5000.0,22.0,20494.0,5.0,36.0,4104.0
5424,9960.0,52.0,45977.0,6.0,58.0,5524.0
5426,17570.0,26.0,273507.0,6.0,52.0,3975.0
5430,12840.0,36.0,79445.0,3.0,34.0,5664.0
5431,23450.0,25.0,162519.0,2.0,57.0,6761.0
5435,4900.0,23.0,64365.0,0.0,31.0,6217.0
5440,5160.0,16.0,36635.0,4.0,56.0,5201.0
5441,11910.0,32.0,0.0,4.0,34.0,4568.0
5444,18110.0,51.0,59822.0,4.0,40.0,3751.0
5454,11190.0,47.0,0.0,0.0,43.0,1463.0
5459,6300.0,31.0,144922.0,0.0,48.0,2702.0
5470,5900.0,34.0,119998.0,2.0,44.0,4537.0
5487,6400.0,43.0,42408.0,1.0,44.0,5125.0
5491,9200.0,39.0,23551.0,4.0,39.0,6799.0
5492,6600.0,31.0,94160.0,0.0,51.0,4613.0
5495,9370.0,40.0,0.0,0.0,29.0,3069.0
5498,7300.0,5.0,77297.0,5.0,58.0,4373.0
5503,21510.0,40.0,39752.0,2.0,34.0,7680.0
5511,17840.0,34.0,77946.0,1.0,46.0,6471.0
5513,12510.0,15.0,26217.0,1.0,49.0,830.0
5518,24870.0,10.0,159889.0,3.0,40.0,4907.0
5519,22230.0,47.0,55578.0,4.0,35.0,5165.0
5522,16400.0,23.0,55076.0,1.0,37.0,6872.0
5523,15340.0,17.0,168419.0,0.0,53.0,4950.0
5525,16450.0,53.0,83790.0,3.0,46.0,3542.0
5532,4090.0,27.0,46187.0,0.0,58.0,6425.0
5540,14830.0,36.0,61365.0,0.0,42.0,1896.0
5542,23720.0,73.0,26222.0,0.0,57.0,3009.0
5544,7100.0,19.0,22881.0,3.0,56.0,676.0
5548,13680.0,35.0,17984.0,5.0,29.0,980.0
5550,1500.0,5.0,50401.0,3.0,40.0,3421.0
5554,1500.0,35.0,111014.0,6.0,41.0,1639.0
5558,6450.0,46.0,54028.0,0.0,48.0,755.0
5564,6200.0,26.0,0.0,4.0,47.0,1550.0
5566,12470.0,44.0,33575.0,0.0,50.0,6050.0
5570,10580.0,69.0,38806.0,3.0,52.0,1213.0
5571,7710.0,74.0,0.0,3.0,46.0,6052.0
5572,16810.0,6.0,0.0,8.0,30.0,5428.0
5573,9560.0,14.0,0.0,3.0,21.0,2851.0
5581,10490.0,27.0,40383.0,5.0,53.0,2389.0
5585,9860.0,6.0,38563.0,0.0,45.0,2982.0
5588,19910.0,55.0,86794.0,2.0,31.0,2772.0
5592,13730.0,30.0,28453.0,5.0,45.0,3930.0
5593,16390.0,39.0,155570.0,0.0,42.0,5013.0
5596,28730.0,56.0,60288.0,6.0,41.0,7513.0
5597,15260.0,21.0,106614.0,2.0,31.0,6519.0
5599,5570.0,32.0,40683.0,3.0,55.0,6835.0
5601,25140.0,37.0,46436.0,3.0,42.0,1962.0
5604,17500.0,13.0,104560.0,1.0,42.0,980.0
5609,8980.0,43.0,23766.0,0.0,51.0,5863.0
5612,24660.0,29.0,46814.0,2.0,63.0,2797.0
5640,26550.0,34.0,18362.0,4.0,39.0,5162.0
5644,18530.0,14.0,44108.0,0.0,57.0,4904.0
5646,5200.0,18.0,0.0,7.0,39.0,5543.0
5653,30690.0,57.0,147091.0,0.0,46.0,2901.0
5662,14020.0,23.0,23250.0,0.0,41.0,3225.0
5663,6200.0,25.0,0.0,0.0,47.0,1305.0
5667,17740.0,39.0,76875.0,8.0,61.0,4435.0
5668,12320.0,50.0,108151.0,0.0,45.0,5812.0
5669,15470.0,48.0,30531.0,5.0,51.0,3561.0
5670,8350.0,12.0,21517.0,7.0,47.0,2344.0
5672,16780.0,45.0,45431.0,5.0,47.0,4430.0
5674,19030.0,56.0,48058.0,0.0,47.0,7028.0
5681,34610.0,67.0,116767.0,1.0,47.0,4155.0
5686,22780.0,38.0,55637.0,0.0,35.0,744.0
5689,21600.0,58.0,67452.0,4.0,51.0,5548.0
5704,16760.0,5.0,0.0,1.0,51.0,1618.0
5705,6500.0,48.0,0.0,6.0,50.0,3214.0
5707,14680.0,45.0,125791.0,1.0,58.0,1781.0
5711,5300.0,29.0,0.0,5.0,38.0,709.0
5713,7460.0,52.0,14604.0,9.0,45.0,3556.0
5720,9480.0,24.0,42758.0,0.0,37.0,1808.0
5722,28770.0,40.0,216412.0,0.0,44.0,5349.0
5724,4700.0,37.0,89286.0,1.0,32.0,4376.0
5732,10940.0,30.0,0.0,0.0,48.0,1710.0
5733,8540.0,31.0,6104.0,0.0,60.0,4566.0
5741,8610.0,15.0,27052.0,8.0,44.0,865.0
5743,9480.0,7.0,40791.0,1.0,43.0,1942.0
5754,19980.0,19.0,82149.0,0.0,46.0,8000.0
5759,20120.0,66.0,93258.0,1.0,33.0,4538.0
5769,15490.0,54.0,86530.0,0.0,43.0,3896.0
5782,8620.0,25.0,27222.0,1.0,44.0,5800.0
5785,7180.0,38.0,0.0,4.0,54.0,4046.0
5793,6050.0,28.0,8701.0,6.0,35.0,5913.0
5794,11480.0,40.0,33193.0,1.0,56.0,5089.0
5796,1700.0,8.0,0.0,4.0,53.0,6931.0
5805,5450.0,61.0,39490.0,0.0,49.0,5871.0
5812,6580.0,36.0,24612.0,1.0,36.0,7893.0
5816,6040.0,21.0,7443.0,1.0,38.0,5803.0
5817,9800.0,47.0,82992.0,7.0,47.0,3779.0
5818,26290.0,52.0,68517.0,0.0,50.0,1361.0
5821,14050.0,35.0,17972.0,4.0,35.0,1050.0
5824,24450.0,32.0,61206.0,2.0,43.0,5019.0
5830,4580.0,24.0,46979.0,1.0,53.0,8446.0
5831,6240.0,66.0,47366.0,1.0,38.0,1804.0
5835,1500.0,56.0,0.0,0.0,53.0,2986.0
5836,18150.0,43.0,102765.0,0.0,45.0,5791.0
5840,9040.0,34.0,61710.0,0.0,45.0,6022.0
5841,13080.0,43.0,97953.0,0.0,43.0,2747.0
5847,7950.0,60.0,21970.0,3.0,28.0,9059.0
5852,17350.0,20.0,64423.0,0.0,54.0,3591.0
5857,27530.0,23.0,119454.0,0.0,47.0,2667.0
5865,15120.0,42.0,35636.0,7.0,41.0,2219.0
5868,10040.0,52.0,54286.0,4.0,56.0,5487.0
5872,8540.0,14.0,18426.0,2.0,52.0,1745.0
5875,9200.0,60.0,28996.0,1.0,46.0,6639.0
5877,8290.0,25.0,34658.0,7.0,36.0,5984.0
5887,12330.0,42.0,46674.0,0.0,39.0,5505.0
5889,7200.0,38.0,0.0,1.0,57.0,1907.0
5890,4600.0,17.0,33782.0,0.0,31.0,4259.0
5891,9970.0,52.0,0.0,7.0,18.0,3274.0
5892,9780.0,26.0,44809.0,0.0,38.0,2288.0
5898,2930.0,49.0,14307.0,4.0,23.0,4018.0
5905,18600.0,12.0,42018.0,4.0,32.0,4746.0
5909,5000.0,34.0,47643.0,0.0,35.0,4326.0
5913,24300.0,14.0,96813.0,3.0,41.0,6346.0
5919,43280.0,41.0,290846.0,0.0,41.0,2908.0
5922,12250.0,33.0,40711.0,0.0,44.0,6389.0
5923,7750.0,45.0,31476.0,0.0,31.0,3615.0
5927,13360.0,34.0,54488.0,0.0,34.0,5301.0
5928,8670.0,23.0,49636.0,0.0,53.0,3595.0
5929,10220.0,17.0,43680.0,0.0,36.0,3116.0
5930,6300.0,30.0,0.0,0.0,48.0,3611.0
5931,8940.0,43.0,74402.0,2.0,40.0,5558.0
5935,18770.0,47.0,11047.0,0.0,22.0,5238.0
5945,20580.0,54.0,35092.0,0.0,60.0,1828.0
5951,23550.0,11.0,24713.0,1.0,48.0,4635.0
5952,5200.0,6.0,73941.0,4.0,37.0,1929.0
5959,10070.0,41.0,0.0,6.0,39.0,3312.0
5962,11990.0,5.0,69943.0,2.0,35.0,6573.0
5966,22810.0,38.0,39643.0,0.0,39.0,4348.0
5967,16540.0,52.0,43971.0,1.0,39.0,3931.0
5979,15360.0,55.0,18159.0,7.0,25.0,3397.0
5980,4320.0,22.0,28163.0,0.0,47.0,7481.0
5983,7000.0,40.0,56227.0,7.0,55.0,3667.0
5985,5600.0,34.0,119354.0,4.0,41.0,8615.0
5988,8570.0,65.0,20753.0,4.0,40.0,8195.0
5989,15610.0,12.0,0.0,3.0,48.0,1973.0
5994,11650.0,26.0,5336.0,7.0,19.0,3808.0
6006,25580.0,55.0,52589.0,6.0,39.0,4090.0
6012,13740.0,33.0,79388.0,2.0,43.0,5152.0
6013,7590.0,44.0,122773.0,3.0,54.0,1381.0
6017,33290.0,31.0,144922.0,0.0,48.0,2097.0
6023,9690.0,37.0,38253.0,6.0,57.0,2007.0
6024,19130.0,35.0,107937.0,1.0,37.0,2487.0
